id_gracza	imie	nazwisko	wiek	kategorie wiekowe		id_gry	id_gracza	stan	ocena			0	junior		grupa
208	Emil	Mazur	62	weteran		60	55	posiada	6						
209	Amadeusz	Walczak	48	senior		71	55	posiada	10						
210	Bartlomiej	Kozlowski	77	weteran		104	55	posiada	10						
211	Damian	Makowski	59	weteran		21	56	posiada	6						
212	Jerzy	Kaminski	37	senior		114	56	chce kupic	10						
213	Bronislaw	Wlodarczyk	48	senior		130	56	sprzedal	10						
214	Allan	Sikorski	86	weteran		98	57	posiada	6						
215	Kazimierz	Mazurek	66	weteran		100	57	chce kupic	9						
216	Maksymilian	Ostrowski	72	weteran		113	57	sprzedal	8						
217	Michal	Malinowski	28	senior		10	58	posiada	6						
218	Andrzej	Witkowski	77	weteran		24	58	posiada	10						
219	Cezary	Kalinowski	67	weteran		32	58	posiada	10						
220	Jakub	Glowacki	23	senior		35	58	posiada	6						
221	Denis	Cieslak	67	weteran		40	58	posiada	8						
222	Eugeniusz	Kwiatkowski	58	weteran		48	58	posiada	8						
223	Radoslaw	Wozniak	21	senior		101	58	posiada	10						
224	Patryk	Stepien	91	weteran		24	59	posiada	8						
225	Fabian	Cieslak	47	senior		44	59	posiada	9						
226	Amir	Chmielewski	70	weteran		103	59	posiada	7						
227	Eryk	Witkowski	40	senior		22	60	posiada	8						
228	Aureliusz	Kubiak	60	weteran		81	60	posiada	9						
229	Juliusz	Glowacki	15	Junior		56	61	posiada	7						
230	Leszek	Wasilewski	67	weteran		66	61	sprzedal	8						
231	Kacper	Sokolowski	55	weteran		38	62	sprzedal	8						
232	Norbert	Zawadzki	39	senior		76	62	sprzedal	7						
233	Jaroslaw	Stepien	44	senior		84	62	sprzedal	10						
234	Hubert	Dabrowski	72	weteran		71	63	sprzedal	10						
235	Anatol	Chmielewski	16	Junior		117	63	sprzedal	6						
236	Natan	Mroz	21	senior		1	64	sprzedal	9						
237	Alojzy	Wisniewski	81	weteran		22	64	sprzedal	7						
238	Emanuel	Jasinski	90	weteran		70	64	chce kupic	9						
239	Daniel	Stepien	70	weteran		107	64	chce kupic	10						
240	Filip	Zawadzki	65	weteran		42	65	chce kupic	9						
241	Dorian	Mazurek	82	weteran		30	66	chce kupic	8						
242	Dorian	Kowalczyk	24	senior		109	66	posiada	6						
243	Allan	Mroz	30	senior		79	67	chce kupic	7						
244	Hubert	Duda	34	senior		97	67	sprzedal	9						
245	Kamil	Zawadzki	73	weteran		113	67	posiada	7						
246	Eugeniusz	Sikorski	19	Junior		115	67	chce kupic	6						
247	Rafal	Tomaszewski	46	senior		29	68	sprzedal	9						
248	Franciszek	Cieslak	82	weteran		61	68	posiada	7						
249	Dariusz	Blaszczyk	35	senior		65	68	sprzedal	8						
250	Eugeniusz	Kalinowski	91	weteran		82	68	sprzedal	7						
251	Kuba	Sawicki	29	senior		85	68	chce kupic	7						
252	Amadeusz	Ziolkowski	30	senior		125	68	chce kupic	10						
253	Patryk	Brzezinski	18	Junior		98	69	chce kupic	6						
254	Julian	Jasinski	18	Junior		126	69	chce kupic	8						
255	Boleslaw	Baranowski	90	weteran		38	70	posiada	10						
256	Eustachy	Szewczyk	65	weteran		18	71	chce kupic	7						
257	Adrian	Kwiatkowski	57	weteran		69	71	sprzedal	9						
258	Ernest	Kwiatkowski	44	senior		97	71	posiada	7						
259	Dorian	Zalewski	50	weteran		117	71	chce kupic	9						
260	Edward	Tomaszewski	48	senior		119	71	sprzedal	7						
261	Gniewomir	Jankowski	90	weteran		120	71	posiada	7						
262	Dobromil	Glowacki	90	weteran		6	72	posiada	9						
263	Milosz	Kazmierczak	90	weteran		57	72	posiada	6						
264	Radoslaw	Jaworski	32	senior		68	72	posiada	9						
265	Maurycy	Gorecki	50	weteran		82	72	chce kupic	9						
266	Aleks	Nowak	67	weteran		121	73	sprzedal	10						
267	Ludwik	Wisniewski	69	weteran		3	75	posiada	7						
268	Alek	Maciejewski	26	senior		4	75	chce kupic	10						
269	Maksymilian	Chmielewski	45	senior		7	75	sprzedal	10						
270	Julian	Pietrzak	79	weteran		55	75	posiada	9						
271	Borys	Ziolkowski	86	weteran		70	75	posiada	9						
272	Maurycy	Szymczak	38	senior		116	75	posiada	9						
273	Mieszko	Makowski	28	senior		59	76	posiada	6						
274	Przemyslaw	Przybylski	49	senior		81	76	posiada	10						
275	Patryk	Urbanski	58	weteran		94	76	posiada	8						
276	Emanuel	Kozlowski	58	weteran		98	76	posiada	8						
277	Gabriel	Kwiatkowski	90	weteran		4	77	posiada	8						
278	Patryk	Wisniewski	47	senior		39	77	posiada	7						
279	Kordian	Borkowski	21	senior		76	77	posiada	6						
280	Remigiusz	Maciejewski	24	senior		121	77	posiada	7						
281	Michal	Witkowski	82	weteran		124	77	posiada	10						
282	Korneliusz	Urbanski	20	senior		15	78	posiada	7						
283	Ignacy	Zawadzki	62	weteran		49	78	sprzedal	7						
284	Cyprian	Krajewski	27	senior		23	79	sprzedal	9						
285	Maksymilian	Szulc	22	senior		51	79	sprzedal	7						
286	Krystian	Zielinski	21	senior		97	79	sprzedal	9						
287	Diego	Szewczyk	21	senior		24	80	sprzedal	10						
288	Denis	Mroz	69	weteran		48	80	sprzedal	7						
289	Milan	Kozlowski	59	weteran		92	80	sprzedal	6						
290	Mateusz	Jankowski	83	weteran		43	81	sprzedal	10						
291	Ryszard	Zakrzewski	27	senior		44	81	chce kupic	8						
292	Maciej	Kazmierczak	39	senior		65	81	chce kupic	10						
293	Andrzej	Szewczyk	87	weteran		80	81	chce kupic	6						
294	Dobromil	Czerwinski	58	weteran		131	81	chce kupic	6						
295	Hubert	Zielinski	32	senior		16	82	posiada	9						
296	Mateusz	Kucharski	85	weteran		31	82	chce kupic	8						
297	Lucjan	Baranowski	78	weteran		43	82	sprzedal	7						
298	Kornel	Sikora	88	weteran		76	82	posiada	10						
299	Oskar	Jankowski	38	senior		14	83	chce kupic	8						
300	Hubert	Blaszczyk	69	weteran		17	83	sprzedal	10						
301	Lucjan	Szymczak	19	Junior		31	83	posiada	7						
302	Ryszard	Malinowski	45	senior		45	83	sprzedal	6						
303	Maurycy	Krawczyk	22	senior		46	83	sprzedal	9						
304	Klaudiusz	Wlodarczyk	30	senior		57	83	chce kupic	7						
305	Patryk	Piotrowski	51	weteran		84	83	chce kupic	9						
306	Maciej	Wojciechowski	69	weteran		99	83	chce kupic	8						
307	Adrian	Wasilewski	43	senior		83	84	chce kupic	8						
308	Korneliusz	Sadowski	83	weteran		8	85	posiada	6						
309	Anatol	Szulc	24	senior		26	85	chce kupic	8						
310	Maurycy	Nowak	81	weteran		40	85	sprzedal	9						
311	Jedrzej	Baranowski	34	senior		41	85	posiada	10						
312	Maurycy	Wasilewski	71	weteran		62	85	chce kupic	6						
313	Emil	Szymczak	23	senior		63	85	sprzedal	8						
314	Marian	Szulc	30	senior		84	85	posiada	9						
315	Marcin	Zawadzki	83	weteran		106	85	posiada	10						
316	Edward	Stepien	23	senior		129	85	posiada	8						
317	Denis	Rutkowski	81	weteran		17	86	posiada	7						
318	Alan	Kalinowski	65	weteran		51	86	chce kupic	8						
319	Maciej	Kaminski	85	weteran		59	86	sprzedal	6						
320	Alojzy	Szewczyk	40	senior		93	86	posiada	7						
321	Jan	Kowalczyk	78	weteran		125	86	chce kupic	8						
322	Przemyslaw	Witkowski	71	weteran		28	88	sprzedal	9						
323	Aleksander	Sawicki	24	senior		93	88	posiada	8						
324	Kacper	Makowski	31	senior		1	89	posiada	10						
325	Marek	Glowacki	48	senior		15	89	posiada	7						
326	Amir	Laskowski	92	weteran		63	89	posiada	6						
327	Aureliusz	Kubiak	23	senior		82	89	posiada	10						
328	Dobromil	Zielinski	51	weteran		12	90	posiada	10						
329	Alfred	Krawczyk	88	weteran		18	90	posiada	8						
330	Blazej	Lis	47	senior		27	90	posiada	7						
331	Alex	Kazmierczak	79	weteran		108	90	posiada	7						
332	Kordian	Andrzejewski	56	weteran		22	91	posiada	9						
333	Norbert	Kucharski	76	weteran		56	91	posiada	7						
334	Allan	Wojcik	14	Junior		3	92	posiada	9						
335	Maurycy	Kalinowski	17	Junior		49	92	posiada	7						
336	Bruno	Tomaszewski	66	weteran		90	92	sprzedal	7						
337	Aleks	Urbanski	73	weteran		3	93	sprzedal	7						
338	Bartlomiej	Kucharski	52	weteran		18	93	sprzedal	7						
339	Bartosz	Baran	86	weteran		95	93	sprzedal	6						
340	Natan	Przybylski	32	senior		111	93	sprzedal	7						
341	Bruno	Rutkowski	54	weteran		12	94	sprzedal	6						
342	Artur	Kowalski	85	weteran		25	94	sprzedal	7						
343	Anatol	Cieslak	80	weteran		32	94	sprzedal	8						
344	Marcin	Cieslak	71	weteran		90	94	chce kupic	6						
345	Amadeusz	Sikora	36	senior		26	95	chce kupic	7						
346	Antoni	Jankowski	77	weteran		32	95	chce kupic	10						
347	Norbert	Pietrzak	75	weteran		41	95	chce kupic	9						
348	Jozef	Mroz	34	senior		61	95	posiada	7						
349	Jerzy	Kazmierczak	16	Junior		75	95	chce kupic	8						
350	Klaudiusz	Marciniak	67	weteran		116	95	sprzedal	8						
351	Jakub	Krawczyk	68	weteran		124	95	posiada	10						
352	Dawid	Mazur	52	weteran		44	96	chce kupic	9						
353	Natan	Czerwinski	27	senior		98	96	sprzedal	9						
354	Bruno	Bak	62	weteran		75	97	posiada	6						
355	Kornel	Szewczyk	44	senior		76	97	sprzedal	10						
356	Jozef	Sikorski	71	weteran		4	98	sprzedal	8						
357	Eryk	Sikora	22	senior		17	98	chce kupic	7						
358	Grzegorz	Szewczyk	86	weteran		68	98	chce kupic	6						
359	Marian	Andrzejewski	18	Junior		87	98	chce kupic	10						
360	Borys	Maciejewski	36	senior		110	98	chce kupic	8						
361	Arkadiusz	Krajewski	48	senior		8	99	posiada	7						
362	Cyprian	Wozniak	14	Junior		53	99	chce kupic	10						
363	Cyprian	Brzezinski	51	weteran		54	99	sprzedal	6						
364	Franciszek	Glowacki	76	weteran		13	100	posiada	10						
365	Anastazy	Kaminski	47	senior		27	100	chce kupic	10						
366	Miroslaw	Kazmierczak	46	senior		36	100	sprzedal	10						
367	Bartosz	Kowalczyk	40	senior		68	100	posiada	8						
368	Boleslaw	Andrzejewski	67	weteran		70	100	posiada	8						
369	Patryk	Zielinski	82	weteran		80	100	posiada	7						
370	Lucjan	Kowalczyk	65	weteran		88	100	posiada	7						
371	Ireneusz	Szczepanski	87	weteran		99	100	chce kupic	7						
372	Fryderyk	Chmielewski	50	weteran		121	100	sprzedal	7						
373	Amir	Jasinski	47	senior		13	101	posiada	10						
374	Kamil	Szymczak	73	weteran		86	101	chce kupic	9						
375	Adrian	Ostrowski	90	weteran		118	101	sprzedal	8						
376	Boleslaw	Czarnecki	79	weteran		54	102	posiada	10						
377	Adam	Jankowski	87	weteran		100	102	posiada	7						
378	Heronim	Kwiatkowski	18	Junior		118	102	posiada	6						
379	Lucjan	Czarnecki	67	weteran		130	102	posiada	10						
380	Jan	Kazmierczak	48	senior		21	103	posiada	9						
381	Cyprian	Wisniewski	52	weteran		52	103	posiada	9						
382	Artur	Pawlak	81	weteran		55	103	posiada	7						
383	Leonardo	Wojcik	71	weteran		62	103	posiada	6						
384	Alex	Borkowski	35	senior		84	103	posiada	6						
385	Bronislaw	Piotrowski	38	senior		61	104	posiada	9						
386	Dorian	Tomaszewski	41	senior		116	104	posiada	10						
387	Gabriel	Michalak	44	senior		14	105	posiada	10						
388	Rafal	Wisniewski	82	weteran		87	105	posiada	8						
389	Remigiusz	Ostrowski	31	senior		98	105	sprzedal	10						
390	Anastazy	Gorski	15	Junior		112	105	sprzedal	9						
391	Patryk	Sikorski	49	senior		116	105	sprzedal	8						
392	Artur	Zawadzki	50	weteran		118	105	sprzedal	7						
393	Joachim	Kowalczyk	14	Junior		32	106	sprzedal	9						
394	Joachim	Kucharski	15	Junior		43	106	sprzedal	6						
395	Dominik	Makowski	41	senior		61	106	sprzedal	9						
396	Hubert	Witkowski	47	senior		98	106	sprzedal	10						
397	Radoslaw	Cieslak	76	weteran		5	107	chce kupic	7						
398	Roman	Kubiak	58	weteran		23	107	chce kupic	6						
399	Milan	Kucharski	70	weteran		48	107	chce kupic	9						
400	Cezary	Kazmierczak	24	senior		63	107	chce kupic	9						
401	Aleksander	Wasilewski	67	weteran		78	107	posiada	7						
402	Alexander	Maciejewski	52	weteran		92	107	chce kupic	7						
403	Cezary	Jakubowski	76	weteran		93	107	sprzedal	7						
404	Aleks	Sikorski	58	weteran		35	108	posiada	6						
405	Eugeniusz	Mroz	58	weteran		51	108	chce kupic	9						
406	Igor	Kalinowski	41	senior		63	108	sprzedal	7						
407	Cezary	Marciniak	88	weteran		114	108	posiada	10						
408	Norbert	Szulc	73	weteran		12	109	sprzedal	7						
409	Ireneusz	Sikorski	64	weteran		49	109	sprzedal	10						
410	Ignacy	Dabrowski	62	weteran		82	109	chce kupic	7						
411	Dorian	Wozniak	82	weteran		79	110	chce kupic	10						
412	Remigiusz	Zakrzewski	63	weteran		117	110	chce kupic	6						
413	Denis	Sadowski	72	weteran		11	111	chce kupic	10						
414	Olgierd	Wozniak	34	senior		55	111	posiada	9						
415	Marian	Bak	59	weteran		130	111	chce kupic	6						
416	Klaudiusz	Gajewski	15	Junior		4	112	sprzedal	6						
417	Jacek	Piotrowski	83	weteran		17	112	posiada	8						
418	Lucjan	Gajewski	56	weteran		27	112	chce kupic	8						
419	Florian	Kalinowski	71	weteran		73	112	sprzedal	6						
420	Emanuel	Dabrowski	43	senior		95	112	posiada	10						
421	Ludwik	Jasinski	24	senior		6	113	posiada	7						
422	Patryk	Ostrowski	22	senior		64	113	posiada	6						
423	Janusz	Glowacki	41	senior		73	113	posiada	9						
424	Robert	Kucharski	90	weteran		104	113	chce kupic	6						
425	Kuba	Czarnecki	16	Junior		108	113	sprzedal	10						
426	Adam	Ziolkowski	64	weteran		101	114	posiada	8						
427	Kuba	Kolodziej	18	Junior		55	115	chce kupic	6						
428	Ksawery	Ostrowski	77	weteran		1	116	sprzedal	6						
429	Dobromil	Duda	78	weteran		70	116	posiada	9						
430	Anatol	Lis	36	senior		85	116	posiada	7						
431	Milan	Jaworski	68	weteran		100	116	posiada	9						
432	Eryk	Kalinowski	71	weteran		116	116	posiada	9						
433	Remigiusz	Sokolowski	14	Junior		121	116	posiada	7						
434	Alek	Duda	89	weteran		57	117	posiada	10						
435	Boleslaw	Wysocki	54	weteran		71	117	posiada	7						
436	Kornel	Wojcik	51	weteran		105	117	posiada	6						
437	Natan	Kaczmarczyk	47	senior		116	117	posiada	10						
438	Julian	Gorecki	31	senior		130	117	posiada	10						
